symbol,scan_date,next_date,regime,eod_score,est_5m_score,vol_surge,price_move_pct,gap_up_pct,raw_r,realized_r,hit_stop,atr,o_nd,h_nd,l_nd,c_nd,variant_id,sector
KAYNES,2026-06-24,2026-06-25,NEUTRAL,80.0,85.0,2.717,1.231,0.684,1.75,1.137,0,122.71,3225.0,3386.0,3212.0,3264.7,V6_EOD_NO_CAP,TECH
BRITANNIA,2026-06-30,2026-07-01,NEUTRAL,100.0,85.0,1.765,2.244,0.0,2.09,1.355,0,82.81,5146.5,5276.0,5115.0,5262.0,V6_EOD_NO_CAP,FMCG
KOTAKBANK,2026-06-30,2026-07-01,NEUTRAL,80.0,80.0,1.487,0.78,1.3,0.7,-1.0,1,7.67,396.67,400.71,392.57,399.76,V6_EOD_NO_CAP,BANK
HINDUNILVR,2026-06-30,2026-07-01,NEUTRAL,80.0,85.0,2.04,2.273,0.722,1.95,1.266,0,38.67,2133.5,2190.0,2120.2,2182.0,V6_EOD_NO_CAP,FMCG
DABUR,2026-06-30,2026-07-01,NEUTRAL,80.0,85.0,5.609,5.167,0.166,4.09,3.0,0,7.75,417.48,441.28,417.24,439.05,V6_EOD_NO_CAP,FMCG
MPHASIS,2026-07-02,2026-07-03,BULL,80.0,85.0,2.344,1.127,1.14,1.14,0.741,0,68.3,2211.71,2270.14,2208.78,2236.64,V6_EOD_NO_CAP,IT
KOTAKBANK,2026-07-08,2026-07-09,BEAR,80.0,80.0,1.477,1.521,0.378,1.03,0.669,0,8.34,370.86,377.3,367.77,376.5,V6_EOD_NO_CAP,BANK
RELIANCE,2026-07-08,2026-07-09,BEAR,80.0,80.0,1.256,0.211,0.094,1.12,0.727,0,23.13,1277.1,1296.5,1274.2,1279.8,V6_EOD_NO_CAP,ENERGY
TCS,2026-07-10,2026-07-13,NEUTRAL,80.0,85.0,2.663,5.133,0.29,2.84,1.848,0,60.58,2063.68,2192.88,2053.84,2169.6,V6_EOD_NO_CAP,IT
SBIN,2026-07-14,2026-07-15,NEUTRAL,80.0,80.0,1.403,1.438,0.01,1.41,0.915,0,19.42,1015.5,1036.0,1013.7,1030.1,V6_EOD_NO_CAP,BANK
BPCL,2026-07-14,2026-07-15,NEUTRAL,80.0,80.0,1.376,1.176,0.213,0.88,0.242,0,7.77,306.0,311.15,306.0,309.6,V6_EOD_NO_CAP,ENERGY
POWERGRID,2026-07-16,2026-07-17,NEUTRAL,100.0,85.0,1.391,0.997,0.0,0.96,0.281,0,4.99,280.75,284.35,279.65,283.55,V6_EOD_NO_CAP,ENERGY
AXISBANK,2026-07-16,2026-07-17,NEUTRAL,80.0,85.0,2.033,1.645,-0.046,1.3,0.844,0,26.7,1307.0,1333.0,1305.0,1328.5,V6_EOD_NO_CAP,BANK
RELIANCE,2026-07-16,2026-07-17,NEUTRAL,80.0,80.0,1.512,2.092,0.262,1.83,1.19,0,22.07,1300.0,1330.3,1296.1,1327.2,V6_EOD_NO_CAP,ENERGY
WIPRO,2026-07-16,2026-07-17,NEUTRAL,80.0,80.0,1.452,1.412,-2.357,0.91,0.256,0,3.97,173.55,176.26,173.55,176.0,V6_EOD_NO_CAP,IT
JSWSTEEL,2026-07-16,2026-07-17,NEUTRAL,80.0,85.0,2.136,1.335,0.0,1.26,0.817,0,24.3,1221.0,1243.9,1218.0,1237.3,V6_EOD_NO_CAP,METAL
AXISBANK,2026-07-20,2026-07-21,NEUTRAL,80.0,80.0,1.811,1.06,-0.876,0.99,0.295,0,30.55,1245.0,1267.7,1244.5,1258.2,V6_EOD_NO_CAP,BANK
DRREDDY,2026-07-22,2026-07-23,NEUTRAL,80.0,80.0,1.995,5.931,-6.916,3.13,2.031,0,30.12,1101.0,1171.6,1101.0,1166.3,V6_EOD_NO_CAP,PHARMA
HEROMOTOCO,2026-07-22,2026-07-23,NEUTRAL,80.0,85.0,2.908,3.744,-0.0,2.85,1.853,0,97.35,4914.81,5122.94,4907.91,5098.8,V6_EOD_NO_CAP,AUTO
ITC,2026-07-22,2026-07-23,NEUTRAL,80.0,80.0,1.768,0.482,-0.303,1.32,0.861,0,4.08,279.95,284.0,279.65,281.3,V6_EOD_NO_CAP,FMCG
CHOLAFIN,2026-07-24,2026-07-27,BEAR,80.0,80.0,1.742,2.362,1.137,1.76,1.141,0,45.95,1744.0,1804.5,1743.8,1785.2,V6_EOD_NO_CAP,FINSERV
LUPIN,2026-07-24,2026-07-27,BEAR,80.0,80.0,1.528,1.645,0.021,1.54,1.002,0,52.84,2371.0,2432.1,2368.1,2410.0,V6_EOD_NO_CAP,PHARMA
HINDUNILVR,2026-07-28,2026-07-29,BEAR,80.0,85.0,2.485,3.282,1.374,2.05,1.335,0,47.08,2050.5,2123.0,2047.0,2117.8,V6_EOD_NO_CAP,FMCG
DABUR,2026-07-28,2026-07-29,BEAR,80.0,80.0,1.258,1.474,0.659,1.28,0.832,0,8.23,427.4,435.3,427.0,433.7,V6_EOD_NO_CAP,FMCG
TRENT,2026-07-28,2026-07-29,BEAR,80.0,80.0,1.256,2.218,0.317,1.28,0.834,0,72.85,2940.0,3010.1,2916.5,3005.2,V6_EOD_NO_CAP,CONS
LT,2026-07-28,2026-07-29,BEAR,80.0,80.0,1.647,0.924,1.654,1.71,1.114,0,64.44,3895.4,3978.2,3891.1,3931.4,V6_EOD_NO_CAP,INFRA
KAYNES,2026-07-28,2026-07-29,BEAR,80.0,85.0,8.396,11.238,1.342,5.42,1.875,0,101.79,3271.0,3685.0,3270.2,3638.6,V6_EOD_NO_CAP,TECH
ADANIPORTS,2026-07-30,2026-07-31,BULL,80.0,85.0,2.016,1.344,0.595,1.11,0.719,1,41.1,1674.0,1708.1,1650.0,1696.5,V6_EOD_NO_CAP,INFRA
BEL,2026-07-30,2026-07-31,BULL,80.0,80.0,1.275,0.74,0.026,0.99,0.293,0,7.57,384.48,390.07,384.48,387.32,V6_EOD_NO_CAP,INFRA
RELIANCE,2026-08-05,2026-08-06,BULL,80.0,80.0,1.813,3.113,0.391,2.4,1.563,0,22.29,1285.0,1325.2,1281.2,1325.0,V6_EOD_NO_CAP,ENERGY
BHARTIARTL,2026-08-11,2026-08-12,NEUTRAL,80.0,80.0,1.791,1.907,-0.345,1.42,0.922,0,34.21,1908.6,1945.0,1901.3,1945.0,V6_EOD_NO_CAP,TELECOM
BPCL,2026-08-13,2026-08-14,NEUTRAL,80.0,80.0,1.76,1.461,-0.048,0.9,0.25,0,6.82,314.85,319.45,314.05,319.45,V6_EOD_NO_CAP,ENERGY
ADANIENT,2026-08-13,2026-08-14,NEUTRAL,80.0,80.0,1.699,2.364,0.003,1.62,1.05,0,68.5,2965.0,3048.0,2950.0,3035.1,V6_EOD_NO_CAP,ENERGY
ITC,2026-08-19,2026-08-20,BEAR,80.0,85.0,2.492,1.286,0.431,1.05,0.683,1,4.38,268.2,271.65,265.0,271.65,V6_EOD_NO_CAP,FMCG
SUNPHARMA,2026-08-21,2026-08-24,NEUTRAL,80.0,80.0,1.53,0.399,0.0,0.86,0.231,0,31.87,1902.4,1923.0,1892.6,1910.0,V6_EOD_NO_CAP,PHARMA
TATASTEEL,2026-08-21,2026-08-24,NEUTRAL,80.0,80.0,1.717,1.168,0.628,0.78,0.192,0,3.66,184.15,186.3,183.06,186.3,V6_EOD_NO_CAP,METAL
TATASTEEL,2026-08-25,2026-08-26,NEUTRAL,100.0,85.0,1.411,0.815,-0.241,1.27,0.823,1,3.64,186.49,189.95,184.29,188.01,V6_EOD_NO_CAP,METAL
HCLTECH,2026-08-27,2026-08-28,BEAR,80.0,85.0,2.317,2.023,0.624,1.99,1.291,0,29.67,1290.0,1334.2,1290.0,1316.1,V6_EOD_NO_CAP,IT
HDFCBANK,2026-08-31,2026-09-01,BEAR,80.0,80.0,1.689,0.972,-0.557,1.13,0.733,1,12.29,705.05,715.45,698.5,711.9,V6_EOD_NO_CAP,BANK
ADANIPORTS,2026-08-31,2026-09-01,BEAR,80.0,80.0,1.537,1.385,2.002,1.12,0.73,0,36.34,1625.0,1655.6,1625.0,1647.5,V6_EOD_NO_CAP,INFRA
ITC,2026-08-31,2026-09-01,BEAR,80.0,85.0,2.198,1.95,2.348,1.91,1.241,0,4.68,261.5,268.2,261.5,266.6,V6_EOD_NO_CAP,FMCG
GODREJPROP,2026-09-02,2026-09-03,BEAR,80.0,85.0,2.551,1.909,-0.34,2.16,1.402,0,57.3,1964.0,2056.7,1960.0,2001.5,V6_EOD_NO_CAP,REALTY
DRREDDY,2025-10-01,2025-10-03,BEAR,80.0,80.0,1.385,0.338,-0.064,1.15,0.745,0,24.84,1236.06,1257.43,1232.19,1240.23,V7_NOCAP_RELAXED_OI,PHARMA
DIVISLAB,2025-10-01,2025-10-03,BEAR,80.0,80.0,1.497,1.849,0.867,1.92,1.251,0,119.54,5759.5,5932.0,5746.0,5866.0,V7_NOCAP_RELAXED_OI,PHARMA
COALINDIA,2025-10-06,2025-10-07,BULL,80.0,80.0,1.464,0.182,0.55,1.22,0.796,0,5.18,368.99,373.75,368.8,369.66,V7_NOCAP_RELAXED_OI,ENERGY
LODHA,2025-10-06,2025-10-07,BULL,80.0,85.0,5.86,2.415,0.26,1.59,1.033,1,28.68,1118.0,1152.2,1098.8,1145.0,V7_NOCAP_RELAXED_OI,REALTY
ICICIGI,2025-10-14,2025-10-15,NEUTRAL,80.0,85.0,12.316,6.607,2.173,5.12,3.0,0,37.46,1881.82,2025.7,1881.82,2006.14,V7_NOCAP_RELAXED_OI,FINSERV
NESTLEIND,2025-10-14,2025-10-15,NEUTRAL,80.0,85.0,2.251,3.905,0.0,3.27,2.126,0,19.97,1163.59,1212.59,1163.59,1209.03,V7_NOCAP_RELAXED_OI,FMCG
COALINDIA,2025-10-29,2025-10-30,BULL,80.0,85.0,2.269,1.24,0.249,1.33,0.866,1,5.77,367.98,373.75,364.48,372.55,V7_NOCAP_RELAXED_OI,ENERGY
DLF,2025-10-31,2025-11-03,NEUTRAL,80.0,80.0,1.785,2.94,-0.165,2.73,1.776,0,14.22,745.64,774.77,743.02,767.56,V7_NOCAP_RELAXED_OI,REALTY
DABUR,2025-10-31,2025-11-03,NEUTRAL,80.0,80.0,1.703,3.114,0.113,2.22,1.446,0,9.62,479.32,495.37,476.86,494.25,V7_NOCAP_RELAXED_OI,FMCG
ADANIENT,2025-11-06,2025-11-07,BEAR,80.0,85.0,2.153,2.35,0.03,1.9,1.233,0,61.49,2313.97,2401.43,2290.38,2368.34,V7_NOCAP_RELAXED_OI,ENERGY
HINDALCO,2025-11-06,2025-11-07,BEAR,80.0,80.0,1.36,0.241,0.013,0.97,0.283,0,19.35,784.41,798.43,778.94,786.3,V7_NOCAP_RELAXED_OI,METAL
TRENT,2025-11-10,2025-11-11,BEAR,80.0,80.0,1.672,0.484,0.264,0.85,0.224,0,109.95,4288.66,4358.56,4256.81,4309.43,V7_NOCAP_RELAXED_OI,CONS
KOTAKBANK,2025-11-14,2025-11-17,BULL,80.0,85.0,2.314,0.377,0.736,1.0,0.651,0,6.62,418.28,423.25,417.76,419.86,V7_NOCAP_RELAXED_OI,BANK
EICHERMOT,2025-11-14,2025-11-17,BULL,80.0,80.0,1.517,1.025,0.523,0.77,0.187,0,135.97,6730.0,6809.0,6675.0,6799.0,V7_NOCAP_RELAXED_OI,AUTO
MPHASIS,2025-11-20,2025-11-21,BULL,80.0,85.0,2.038,0.446,-0.201,0.77,0.184,0,71.54,2663.49,2704.69,2642.65,2675.37,V7_NOCAP_RELAXED_OI,IT
BAJFINANCE,2025-11-26,2025-11-27,BULL,80.0,80.0,1.827,1.792,0.485,1.7,1.106,0,22.83,1009.4,1038.52,1004.72,1027.48,V7_NOCAP_RELAXED_OI,FINSERV
ITC,2025-11-28,2025-12-01,BULL,80.0,80.0,1.636,0.36,-0.359,0.78,-1.0,1,4.42,384.07,386.64,379.68,385.45,V7_NOCAP_RELAXED_OI,FMCG
SBIN,2025-12-04,2025-12-05,NEUTRAL,80.0,80.0,1.602,2.387,0.079,2.26,1.47,0,14.16,932.05,956.07,929.94,954.3,V7_NOCAP_RELAXED_OI,BANK
ADANIENT,2025-12-04,2025-12-05,NEUTRAL,80.0,80.0,1.547,2.142,-0.0,1.13,0.732,0,59.97,2216.91,2267.59,2201.92,2264.39,V7_NOCAP_RELAXED_OI,ENERGY
DLF,2025-12-08,2025-12-09,BEAR,80.0,80.0,1.411,0.811,-0.429,1.32,0.858,0,14.47,676.01,690.33,671.07,681.49,V7_NOCAP_RELAXED_OI,REALTY
GODREJPROP,2025-12-08,2025-12-09,BEAR,80.0,85.0,2.969,3.706,-0.258,1.95,1.271,0,55.25,1960.52,2041.53,1942.61,2033.17,V7_NOCAP_RELAXED_OI,REALTY
TRENT,2025-12-08,2025-12-09,BEAR,80.0,85.0,2.414,0.884,-1.0,1.11,0.725,1,81.81,4043.62,4112.02,3982.12,4079.37,V7_NOCAP_RELAXED_OI,CONS
BEL,2025-12-08,2025-12-09,BEAR,80.0,80.0,1.664,1.143,-0.349,0.87,0.237,0,9.04,383.42,389.34,378.94,387.8,V7_NOCAP_RELAXED_OI,INFRA
TATASTEEL,2025-12-10,2025-12-11,BEAR,100.0,85.0,1.767,1.761,0.783,1.29,0.842,0,3.19,160.2,163.29,159.87,163.02,V7_NOCAP_RELAXED_OI,METAL
PERSISTENT,2025-12-10,2025-12-11,BEAR,80.0,80.0,1.572,2.69,0.133,1.7,1.107,0,146.69,6019.91,6207.23,5997.49,6181.83,V7_NOCAP_RELAXED_OI,IT
DIXON,2025-12-10,2025-12-11,BEAR,80.0,85.0,4.224,5.175,-0.016,2.02,1.312,0,449.71,12349.0,13030.0,12130.0,12988.0,V7_NOCAP_RELAXED_OI,TECH
KAYNES,2025-12-10,2025-12-11,BEAR,80.0,80.0,1.833,3.258,0.604,0.87,0.234,0,330.36,3914.0,4129.0,3830.0,4041.5,V7_NOCAP_RELAXED_OI,TECH
AXISBANK,2025-12-16,2025-12-17,NEUTRAL,80.0,80.0,1.386,0.336,0.082,0.95,0.274,0,21.66,1219.66,1235.05,1219.36,1223.76,V7_NOCAP_RELAXED_OI,BANK
EICHERMOT,2025-12-16,2025-12-17,NEUTRAL,80.0,80.0,1.395,0.429,0.602,0.75,0.175,0,129.03,7104.0,7176.5,7080.5,7134.5,V7_NOCAP_RELAXED_OI,AUTO
ITC,2025-12-18,2025-12-19,NEUTRAL,100.0,85.0,1.304,0.2,-0.037,0.76,0.181,0,4.0,381.64,383.93,381.64,382.4,V7_NOCAP_RELAXED_OI,FMCG
POWERGRID,2025-12-18,2025-12-19,NEUTRAL,80.0,80.0,1.961,2.093,0.039,1.89,1.229,0,4.11,255.19,261.02,255.09,260.53,V7_NOCAP_RELAXED_OI,ENERGY
DIVISLAB,2025-12-18,2025-12-19,NEUTRAL,80.0,85.0,3.701,1.069,0.47,2.06,1.342,0,121.46,6410.0,6598.0,6408.5,6478.5,V7_NOCAP_RELAXED_OI,PHARMA
ABB,2025-12-18,2025-12-19,NEUTRAL,80.0,85.0,2.238,1.391,0.167,1.21,0.789,0,93.53,5085.2,5170.35,5079.23,5155.91,V7_NOCAP_RELAXED_OI,MFNG
CHOLAFIN,2025-12-22,2025-12-23,BULL,80.0,85.0,4.14,4.579,1.268,3.07,1.998,0,46.96,1603.17,1711.45,1593.98,1676.59,V7_NOCAP_RELAXED_OI,FINSERV
TATASTEEL,2025-12-26,2025-12-29,NEUTRAL,80.0,85.0,2.222,1.646,0.231,2.07,1.349,0,2.91,166.08,170.61,165.87,168.82,V7_NOCAP_RELAXED_OI,METAL
ONGC,2025-12-30,2025-12-31,NEUTRAL,80.0,80.0,1.944,2.424,0.004,2.33,1.517,0,3.52,229.29,235.46,229.22,234.85,V7_NOCAP_RELAXED_OI,ENERGY
HINDUNILVR,2025-12-30,2025-12-31,NEUTRAL,80.0,80.0,1.328,1.131,-0.009,1.49,0.967,0,31.5,2266.94,2302.08,2263.77,2292.58,V7_NOCAP_RELAXED_OI,FMCG
DABUR,2025-12-30,2025-12-31,NEUTRAL,80.0,85.0,2.273,1.737,-0.131,2.75,1.79,0,7.12,488.66,503.37,488.56,497.15,V7_NOCAP_RELAXED_OI,FMCG
DIXON,2025-12-30,2025-12-31,NEUTRAL,80.0,80.0,1.323,2.075,0.756,1.07,0.698,0,475.78,11856.0,12239.0,11755.0,12102.0,V7_NOCAP_RELAXED_OI,TECH
ONGC,2026-01-05,2026-01-06,BULL,80.0,80.0,1.329,1.596,0.0,1.3,0.847,0,4.27,232.62,236.79,232.62,236.33,V7_NOCAP_RELAXED_OI,ENERGY
TCS,2026-01-05,2026-01-06,BULL,80.0,80.0,1.416,1.427,-0.19,1.61,1.048,0,42.39,3093.55,3144.82,3088.73,3137.69,V7_NOCAP_RELAXED_OI,IT
HCLTECH,2026-01-05,2026-01-06,BULL,80.0,80.0,1.317,1.0,-0.454,1.19,0.771,0,27.85,1543.19,1567.97,1540.3,1558.62,V7_NOCAP_RELAXED_OI,IT
ABB,2026-01-05,2026-01-06,BULL,80.0,80.0,1.615,1.083,0.0,1.39,0.904,0,82.11,5147.45,5233.1,5139.48,5203.22,V7_NOCAP_RELAXED_OI,MFNG
INFY,2026-01-13,2026-01-14,BEAR,80.0,80.0,1.414,0.743,-0.688,1.37,0.891,0,27.62,1554.36,1582.75,1549.57,1565.91,V7_NOCAP_RELAXED_OI,IT
IDFCFIRSTB,2026-01-21,2026-01-22,BEAR,80.0,80.0,1.641,2.683,0.601,1.89,1.227,0,1.75,81.76,84.23,81.66,83.95,V7_NOCAP_RELAXED_OI,BANK
BRITANNIA,2026-01-21,2026-01-22,BEAR,80.0,80.0,1.335,1.402,0.819,1.59,1.03,0,105.13,5850.0,5975.0,5819.0,5932.0,V7_NOCAP_RELAXED_OI,FMCG
BPCL,2026-01-27,2026-01-28,BEAR,80.0,85.0,2.197,0.513,0.867,0.78,0.189,0,8.99,350.61,355.86,347.59,352.41,V7_NOCAP_RELAXED_OI,ENERGY
IOC,2026-01-27,2026-01-28,BEAR,80.0,80.0,1.693,2.421,0.063,1.91,1.242,0,3.45,157.02,161.96,156.57,160.82,V7_NOCAP_RELAXED_OI,ENERGY
POWERGRID,2026-01-27,2026-01-28,BEAR,80.0,80.0,1.304,2.283,-0.138,1.85,1.199,0,4.82,251.18,257.86,251.18,256.92,V7_NOCAP_RELAXED_OI,ENERGY
M&M,2026-01-27,2026-01-28,BEAR,80.0,80.0,1.836,2.078,-0.427,1.3,0.845,0,79.06,3343.88,3420.97,3340.92,3413.35,V7_NOCAP_RELAXED_OI,AUTO
ITC,2026-01-27,2026-01-28,BEAR,80.0,80.0,1.44,0.375,0.408,0.78,0.189,0,6.13,305.07,308.65,304.5,306.22,V7_NOCAP_RELAXED_OI,FMCG
HAL,2026-01-27,2026-01-28,BEAR,80.0,85.0,2.162,5.812,0.494,3.66,1.875,0,97.11,4333.99,4600.38,4325.56,4585.9,V7_NOCAP_RELAXED_OI,INFRA
M&M,2026-01-29,2026-01-30,NEUTRAL,80.0,80.0,1.898,4.532,-2.996,2.64,1.716,0,84.69,3248.88,3416.52,3248.68,3396.14,V7_NOCAP_RELAXED_OI,AUTO
ITC,2026-01-29,2026-01-30,NEUTRAL,80.0,85.0,2.062,1.051,0.063,1.37,0.888,0,5.91,303.97,310.03,301.73,307.17,V7_NOCAP_RELAXED_OI,FMCG
HINDUNILVR,2026-01-29,2026-01-30,NEUTRAL,80.0,80.0,1.513,1.367,-0.493,1.27,0.824,0,45.81,2317.43,2360.99,2316.44,2349.11,V7_NOCAP_RELAXED_OI,FMCG
NESTLEIND,2026-01-29,2026-01-30,NEUTRAL,80.0,85.0,5.53,3.608,-0.148,3.0,1.949,0,23.59,1272.97,1326.03,1270.01,1318.9,V7_NOCAP_RELAXED_OI,FMCG
TITAN,2026-01-29,2026-01-30,NEUTRAL,80.0,80.0,1.844,0.821,0.135,0.86,0.231,0,77.15,3932.1,3981.93,3897.01,3964.39,V7_NOCAP_RELAXED_OI,CONS
KOTAKBANK,2026-02-02,2026-02-03,NEUTRAL,80.0,80.0,1.746,0.193,1.666,1.6,1.042,1,8.31,414.28,424.27,409.59,415.08,V7_NOCAP_RELAXED_OI,BANK
TRENT,2026-02-04,2026-02-05,BULL,80.0,85.0,3.736,3.974,-0.977,1.44,0.933,1,104.47,2645.02,2757.53,2571.53,2750.14,V7_NOCAP_RELAXED_OI,CONS
KAYNES,2026-02-06,2026-02-09,BULL,80.0,80.0,1.575,4.746,1.749,1.35,0.881,0,201.06,3765.0,3969.3,3757.8,3943.7,V7_NOCAP_RELAXED_OI,TECH
INFY,2026-02-12,2026-02-13,BULL,80.0,85.0,3.547,5.812,-6.645,2.5,1.625,0,43.54,1266.49,1348.13,1254.36,1340.1,V7_NOCAP_RELAXED_OI,IT
TCS,2026-02-12,2026-02-13,BULL,80.0,85.0,2.28,4.147,-6.003,2.1,1.368,0,79.59,2536.51,2662.11,2536.51,2641.7,V7_NOCAP_RELAXED_OI,IT
HCLTECH,2026-02-12,2026-02-13,BULL,80.0,85.0,2.04,2.263,-3.597,1.69,1.098,1,41.25,1382.16,1434.41,1355.93,1413.43,V7_NOCAP_RELAXED_OI,IT
WIPRO,2026-02-12,2026-02-13,BULL,80.0,80.0,1.409,1.633,-3.848,1.17,0.763,0,6.62,210.65,216.48,209.01,214.09,V7_NOCAP_RELAXED_OI,IT
TECHM,2026-02-12,2026-02-13,BULL,80.0,85.0,3.033,3.494,-3.514,1.79,1.166,0,47.37,1445.05,1508.79,1427.31,1495.54,V7_NOCAP_RELAXED_OI,IT
COFORGE,2026-02-12,2026-02-13,BULL,80.0,85.0,5.264,0.177,-4.369,0.78,0.188,0,56.84,1359.4,1392.5,1334.0,1361.8,V7_NOCAP_RELAXED_OI,IT
PERSISTENT,2026-02-12,2026-02-13,BULL,80.0,85.0,2.506,5.163,-4.439,2.14,1.392,0,205.47,5210.0,5540.0,5210.0,5479.0,V7_NOCAP_RELAXED_OI,IT
MPHASIS,2026-02-12,2026-02-13,BULL,80.0,85.0,2.734,2.965,-3.101,1.72,1.119,0,85.66,2325.26,2435.89,2293.71,2394.21,V7_NOCAP_RELAXED_OI,IT
INFY,2026-02-16,2026-02-17,NEUTRAL,80.0,80.0,1.461,1.547,0.322,1.7,1.102,0,46.96,1340.98,1400.69,1338.05,1361.73,V7_NOCAP_RELAXED_OI,IT
WIPRO,2026-02-16,2026-02-17,NEUTRAL,80.0,80.0,1.425,1.139,0.0,1.19,0.774,0,6.86,213.26,219.39,212.26,215.69,V7_NOCAP_RELAXED_OI,IT
BPCL,2026-02-20,2026-02-23,NEUTRAL,80.0,80.0,1.856,0.568,1.01,0.97,0.284,0,9.22,370.0,376.7,366.65,372.1,V7_NOCAP_RELAXED_OI,ENERGY
ICICIBANK,2026-02-24,2026-02-25,BEAR,80.0,80.0,1.41,0.625,0.505,0.94,0.271,0,22.08,1391.8,1407.4,1388.2,1400.5,V7_NOCAP_RELAXED_OI,BANK
HCLTECH,2026-02-24,2026-02-25,BEAR,80.0,80.0,1.417,1.712,1.18,1.04,0.678,0,45.19,1316.11,1351.46,1315.14,1338.64,V7_NOCAP_RELAXED_OI,IT
MARUTI,2026-02-24,2026-02-25,BEAR,80.0,80.0,1.35,1.413,-0.442,1.18,0.77,0,307.18,14860.0,15133.0,14837.0,15070.0,V7_NOCAP_RELAXED_OI,AUTO
HEROMOTOCO,2026-02-24,2026-02-25,BEAR,80.0,85.0,2.254,4.11,0.0,3.11,1.875,0,141.03,5511.0,5840.0,5500.5,5737.5,V7_NOCAP_RELAXED_OI,AUTO
TRENT,2026-02-26,2026-02-27,NEUTRAL,80.0,80.0,1.647,1.128,-0.0,0.81,0.206,0,80.84,2566.87,2616.13,2556.22,2595.83,V7_NOCAP_RELAXED_OI,CONS
DIXON,2026-02-26,2026-02-27,NEUTRAL,80.0,85.0,2.636,4.176,-0.099,1.7,1.103,0,403.82,10106.0,10620.0,10085.0,10528.0,V7_NOCAP_RELAXED_OI,TECH
RELIANCE,2026-03-04,2026-03-05,BEAR,80.0,80.0,1.834,2.683,0.602,1.99,1.293,0,30.62,1346.87,1392.56,1346.87,1383.01,V7_NOCAP_RELAXED_OI,ENERGY
BPCL,2026-03-04,2026-03-05,BEAR,80.0,80.0,1.526,1.037,0.07,0.75,-1.0,1,10.46,356.65,362.5,351.1,360.35,V7_NOCAP_RELAXED_OI,ENERGY
IOC,2026-03-04,2026-03-05,BEAR,80.0,80.0,1.702,0.316,0.329,1.21,0.79,0,4.79,168.87,173.24,167.17,169.4,V7_NOCAP_RELAXED_OI,ENERGY
ADANIPORTS,2026-03-04,2026-03-05,BEAR,80.0,80.0,1.57,3.6,0.892,1.73,1.122,0,44.84,1441.13,1499.18,1441.13,1493.01,V7_NOCAP_RELAXED_OI,INFRA
HINDALCO,2026-03-04,2026-03-05,BEAR,80.0,85.0,3.285,2.683,0.89,2.49,1.616,0,28.54,925.17,978.4,921.59,949.99,V7_NOCAP_RELAXED_OI,METAL
DLF,2026-03-04,2026-03-05,BEAR,80.0,80.0,1.928,2.397,0.422,1.29,0.84,0,18.24,564.36,582.04,564.36,577.89,V7_NOCAP_RELAXED_OI,REALTY
HAL,2026-03-04,2026-03-05,BEAR,80.0,80.0,1.314,0.563,-0.175,0.88,0.24,0,119.65,3870.0,3949.0,3840.9,3891.8,V7_NOCAP_RELAXED_OI,INFRA
LT,2026-03-04,2026-03-05,BEAR,80.0,80.0,1.479,2.918,1.071,1.76,1.143,0,111.65,3886.24,4033.5,3871.09,3999.63,V7_NOCAP_RELAXED_OI,INFRA
RELIANCE,2026-03-06,2026-03-09,BEAR,100.0,85.0,1.468,3.564,-2.121,2.23,1.446,0,32.44,1368.67,1422.82,1363.69,1417.45,V7_NOCAP_RELAXED_OI,ENERGY
NESTLEIND,2026-03-06,2026-03-09,BEAR,100.0,85.0,1.479,0.717,-2.028,0.76,0.182,0,27.07,1221.13,1236.66,1211.58,1229.89,V7_NOCAP_RELAXED_OI,FMCG
BAJFINANCE,2026-03-06,2026-03-09,BEAR,80.0,80.0,1.334,1.763,-2.989,1.09,0.707,1,23.5,916.17,935.35,903.5,932.32,V7_NOCAP_RELAXED_OI,FINSERV
IOC,2026-03-06,2026-03-09,BEAR,80.0,80.0,1.826,2.038,-6.332,1.12,0.728,0,4.88,156.03,160.13,154.35,159.21,V7_NOCAP_RELAXED_OI,ENERGY
ADANIPORTS,2026-03-06,2026-03-09,BEAR,80.0,85.0,2.022,1.16,-4.907,0.91,0.254,0,45.45,1399.1,1430.07,1399.1,1415.34,V7_NOCAP_RELAXED_OI,INFRA
GODREJPROP,2026-03-06,2026-03-09,BEAR,80.0,80.0,1.765,2.179,-3.407,0.82,0.211,0,67.56,1602.75,1644.45,1582.85,1637.68,V7_NOCAP_RELAXED_OI,REALTY
BRITANNIA,2026-03-12,2026-03-13,BEAR,80.0,85.0,2.135,1.017,-0.639,1.38,0.9,0,126.19,5750.0,5881.0,5727.0,5808.5,V7_NOCAP_RELAXED_OI,FMCG
FEDERALBNK,2026-03-16,2026-03-17,BEAR,80.0,80.0,1.26,0.233,-0.06,0.88,0.238,0,29.71,2129.52,2149.03,2129.52,2134.47,V7_NOCAP_RELAXED_OI,BANK
MARUTI,2026-03-16,2026-03-17,BEAR,80.0,80.0,1.82,1.423,0.259,0.98,0.291,0,420.9,12790.0,13100.0,12686.0,12972.0,V7_NOCAP_RELAXED_OI,AUTO
HCLTECH,2026-03-20,2026-03-23,NEUTRAL,80.0,85.0,2.006,3.331,-1.417,1.68,1.089,0,38.79,1277.06,1325.82,1272.4,1319.61,V7_NOCAP_RELAXED_OI,IT
